Date,births,,,,,,,
7/3/1973,9829,,,,,,,
7/4/1973,7910,,,,,,,
7/5/1973,9168,,,,,,,
7/6/1973,9450,,,,,,,
7/7/1973,8352,,,,,,,
7/8/1973,7787,,,,,,,
7/9/1973,9326,,,,,,,
7/10/1973,9627,,,,,,,
7/11/1973,9197,,,,,,,
7/12/1973,8939,,,,,,,
7/13/1973,9028,,,,,,,
7/14/1973,8445,,,,,,,
7/15/1973,7551,,,,,,,
7/16/1973,9090,,,,,,,
7/17/1973,9639,,,,,,,
7/18/1973,9272,,,,,,,
7/19/1973,9290,,,,,,,
7/20/1973,9470,,,,,,,
7/21/1973,8295,,,,,,,
7/22/1973,7644,,,,,,,
7/23/1973,9236,,,,,,,
7/24/1973,9450,,,,,,,
7/25/1973,9493,,,,,,,
7/26/1973,9332,,,,,,,
7/27/1973,9416,,,,,,,
7/28/1973,8424,,,,,,,
7/29/1973,7745,,,,,,,
7/30/1973,9225,,,,,,,
7/31/1973,9702,,,,,,,
8/1/1973,9437,,,,,,,
8/2/1973,9399,,,,,,,
8/3/1973,9421,,,,,,,
8/4/1973,8095,,,,,,,
8/5/1973,7616,,,,,,,
8/6/1973,9444,,,,,,,
8/7/1973,9770,,,,,,,
8/8/1973,9598,,,,,,,
8/9/1973,9418,,,,,,,
8/10/1973,9829,,,,,,,
8/11/1973,8192,,,,,,,
8/12/1973,7908,,,,,,,
8/13/1973,9208,,,,,,,
8/14/1973,9842,,,,,,,
8/15/1973,9540,,,,,,,
8/16/1973,9283,,,,,,,
8/17/1973,9309,,,,,,,
8/18/1973,8280,,,,,,,
8/19/1973,7781,,,,,,,
8/20/1973,9467,,,,,,,
8/21/1973,9641,,,,,,,
8/22/1973,9417,,,,,,,
8/23/1973,9049,,,,,,,
8/24/1973,9348,,,,,,,
8/25/1973,8320,,,,,,,
8/26/1973,7978,,,,,,,
8/27/1973,9497,,,,,,,
8/28/1973,9701,,,,,,,
8/29/1973,9408,,,,,,,
8/30/1973,9556,,,,,,,
8/31/1973,9391,,,,,,,
9/1/1973,8400,,,,,,,
9/2/1973,7707,,,,,,,
9/3/1973,7781,,,,,,,
9/4/1973,9514,,,,,,,
9/5/1973,9897,,,,,,,
9/6/1973,9211,,,,,,,
9/7/1973,9417,,,,,,,
9/8/1973,8257,,,,,,,
9/9/1973,7961,,,,,,,
9/10/1973,9165,,,,,,,
9/11/1973,9701,,,,,,,
9/12/1973,9303,,,,,,,
9/13/1973,9106,,,,,,,
9/14/1973,9669,,,,,,,
9/15/1973,8507,,,,,,,
9/16/1973,7994,,,,,,,
9/17/1973,9538,,,,,,,
9/18/1973,9625,,,,,,,
9/19/1973,9364,,,,,,,
9/20/1973,9768,,,,,,,
9/21/1973,9617,,,,,,,
9/22/1973,8731,,,,,,,
9/23/1973,8256,,,,,,,
9/24/1973,9611,,,,,,,
9/25/1973,10089,,,,,,,
9/26/1973,9795,,,,,,,
9/27/1973,9597,,,,,,,
9/28/1973,9547,,,,,,,
9/29/1973,8433,,,,,,,
9/30/1973,8014,,,,,,,
10/1/1973,9297,,,,,,,
10/2/1973,9676,,,,,,,
10/3/1973,9069,,,,,,,
10/4/1973,8949,,,,,,,
10/5/1973,9247,,,,,,,
10/6/1973,8174,,,,,,,
10/7/1973,7616,,,,,,,
10/8/1973,9056,,,,,,,
10/9/1973,9309,,,,,,,
10/10/1973,9127,,,,,,,
10/11/1973,8822,,,,,,,
10/12/1973,8928,,,,,,,
10/13/1973,7928,,,,,,,
10/14/1973,7443,,,,,,,
10/15/1973,8823,,,,,,,
10/16/1973,9105,,,,,,,
10/17/1973,8714,,,,,,,
10/18/1973,8702,,,,,,,
10/19/1973,8853,,,,,,,
10/20/1973,7637,,,,,,,
10/21/1973,7046,,,,,,,
10/22/1973,8430,,,,,,,
10/23/1973,9255,,,,,,,
10/24/1973,8805,,,,,,,
10/25/1973,8507,,,,,,,
10/26/1973,8753,,,,,,,
10/27/1973,7746,,,,,,,
10/28/1973,7374,,,,,,,
10/29/1973,8564,,,,,,,
10/30/1973,8728,,,,,,,
10/31/1973,8695,,,,,,,
11/1/1973,8763,,,,,,,
11/2/1973,8759,,,,,,,
11/3/1973,7741,,,,,,,
11/4/1973,7245,,,,,,,
11/5/1973,8712,,,,,,,
11/6/1973,8608,,,,,,,
11/7/1973,8716,,,,,,,
11/8/1973,8646,,,,,,,
11/9/1973,8997,,,,,,,
11/10/1973,7859,,,,,,,
11/11/1973,7420,,,,,,,
11/12/1973,8684,,,,,,,
11/13/1973,9149,,,,,,,
11/14/1973,8839,,,,,,,
11/15/1973,8721,,,,,,,
11/16/1973,9139,,,,,,,
11/17/1973,7877,,,,,,,
11/18/1973,7420,,,,,,,
11/19/1973,8875,,,,,,,
11/20/1973,9399,,,,,,,
11/21/1973,8596,,,,,,,
11/22/1973,7049,,,,,,,
11/23/1973,8242,,,,,,,
11/24/1973,7760,,,,,,,
11/25/1973,7379,,,,,,,
11/26/1973,9052,,,,,,,
11/27/1973,9345,,,,,,,
11/28/1973,8592,,,,,,,
11/29/1973,8552,,,,,,,
11/30/1973,8590,,,,,,,
12/1/1973,7667,,,,,,,
12/2/1973,7312,,,,,,,
12/3/1973,8739,,,,,,,
12/4/1973,9104,,,,,,,
12/5/1973,8799,,,,,,,
12/6/1973,8649,,,,,,,
12/7/1973,8481,,,,,,,
12/8/1973,7682,,,,,,,
12/9/1973,7456,,,,,,,
12/10/1973,8892,,,,,,,
12/11/1973,9058,,,,,,,
12/12/1973,8794,,,,,,,
12/13/1973,8751,,,,,,,
12/14/1973,9177,,,,,,,
12/15/1973,7821,,,,,,,
12/16/1973,7664,,,,,,,
12/17/1973,9410,,,,,,,
12/18/1973,9536,,,,,,,
12/19/1973,9317,,,,,,,
12/20/1973,8981,,,,,,,
12/21/1973,8931,,,,,,,
12/22/1973,7585,,,,,,,
12/23/1973,7012,,,,,,,
12/24/1973,7300,,,,,,,
12/25/1973,6964,,,,,,,
12/26/1973,8136,,,,,,,
12/27/1973,9509,,,,,,,
12/28/1973,9950,,,,,,,
12/29/1973,8320,,,,,,,
12/30/1973,7365,,,,,,,
12/31/1973,8966,,,,,,,
1/1/1974,7002,,,,,,,
1/2/1974,7809,,,,,,,
1/3/1974,8377,,,,,,,
1/4/1974,8851,,,,,,,
1/5/1974,7827,,,,,,,
1/6/1974,7093,,,,,,,
1/7/1974,8623,,,,,,,
1/8/1974,8786,,,,,,,
1/9/1974,8346,,,,,,,
1/10/1974,8682,,,,,,,
1/11/1974,9044,,,,,,,
1/12/1974,7769,,,,,,,
1/13/1974,7352,,,,,,,
1/14/1974,8796,,,,,,,
1/15/1974,8939,,,,,,,
1/16/1974,8732,,,,,,,
1/17/1974,8604,,,,,,,
1/18/1974,8971,,,,,,,
1/19/1974,7751,,,,,,,
1/20/1974,7479,,,,,,,
1/21/1974,9058,,,,,,,
1/22/1974,8767,,,,,,,
1/23/1974,8457,,,,,,,
1/24/1974,8692,,,,,,,
1/25/1974,8690,,,,,,,
1/26/1974,7799,,,,,,,
1/27/1974,7541,,,,,,,
1/28/1974,8462,,,,,,,
1/29/1974,8911,,,,,,,
1/30/1974,8439,,,,,,,
1/31/1974,8620,,,,,,,
2/1/1974,8768,,,,,,,
2/2/1974,7853,,,,,,,
2/3/1974,7432,,,,,,,
2/4/1974,8651,,,,,,,
2/5/1974,8892,,,,,,,
2/6/1974,8792,,,,,,,
2/7/1974,8705,,,,,,,
2/8/1974,8822,,,,,,,
2/9/1974,7692,,,,,,,
2/10/1974,7150,,,,,,,
2/11/1974,8766,,,,,,,
2/12/1974,8924,,,,,,,
2/13/1974,8808,,,,,,,
2/14/1974,8895,,,,,,,
2/15/1974,9034,,,,,,,
2/16/1974,7939,,,,,,,
2/17/1974,7456,,,,,,,
2/18/1974,8637,,,,,,,
2/19/1974,9016,,,,,,,
2/20/1974,8909,,,,,,,
2/21/1974,8748,,,,,,,
2/22/1974,9060,,,,,,,
2/23/1974,8151,,,,,,,
2/24/1974,7558,,,,,,,
2/25/1974,8512,,,,,,,
2/26/1974,8856,,,,,,,
2/27/1974,8710,,,,,,,
2/28/1974,8534,,,,,,,
3/1/1974,8917,,,,,,,
3/2/1974,8083,,,,,,,
3/3/1974,7650,,,,,,,
3/4/1974,8890,,,,,,,
3/5/1974,9270,,,,,,,
3/6/1974,8686,,,,,,,
3/7/1974,8640,,,,,,,
3/8/1974,8964,,,,,,,
3/9/1974,7950,,,,,,,
3/10/1974,7417,,,,,,,
3/11/1974,8837,,,,,,,
3/12/1974,8884,,,,,,,
3/13/1974,8507,,,,,,,
3/14/1974,8402,,,,,,,
3/15/1974,8890,,,,,,,
3/16/1974,7834,,,,,,,
3/17/1974,7226,,,,,,,
3/18/1974,8694,,,,,,,
3/19/1974,8978,,,,,,,
3/20/1974,8455,,,,,,,
3/21/1974,8400,,,,,,,
3/22/1974,8668,,,,,,,
3/23/1974,7773,,,,,,,
3/24/1974,7034,,,,,,,
3/25/1974,8570,,,,,,,
3/26/1974,8756,,,,,,,
3/27/1974,8515,,,,,,,
3/28/1974,8461,,,,,,,
3/29/1974,8639,,,,,,,
3/30/1974,7526,,,,,,,
3/31/1974,7305,,,,,,,
4/1/1974,8550,,,,,,,
4/2/1974,9148,,,,,,,
4/3/1974,8571,,,,,,,
4/4/1974,8517,,,,,,,
4/5/1974,8656,,,,,,,
4/6/1974,7455,,,,,,,
4/7/1974,7051,,,,,,,
4/8/1974,8436,,,,,,,
4/9/1974,8917,,,,,,,
4/10/1974,8446,,,,,,,
4/11/1974,8259,,,,,,,
4/12/1974,8386,,,,,,,
4/13/1974,7609,,,,,,,
4/14/1974,7032,,,,,,,
4/15/1974,8342,,,,,,,
4/16/1974,8615,,,,,,,
4/17/1974,8602,,,,,,,
4/18/1974,8333,,,,,,,
4/19/1974,8587,,,,,,,
4/20/1974,7480,,,,,,,
4/21/1974,7208,,,,,,,
4/22/1974,8497,,,,,,,
4/23/1974,9035,,,,,,,
4/24/1974,8665,,,,,,,
4/25/1974,8556,,,,,,,
4/26/1974,8762,,,,,,,
4/27/1974,7490,,,,,,,
4/28/1974,7055,,,,,,,
4/29/1974,8332,,,,,,,
4/30/1974,8677,,,,,,,
5/1/1974,8574,,,,,,,
5/2/1974,8238,,,,,,,
5/3/1974,8660,,,,,,,
5/4/1974,7384,,,,,,,
5/5/1974,6928,,,,,,,
5/6/1974,8317,,,,,,,
5/7/1974,8886,,,,,,,
5/8/1974,8484,,,,,,,
5/9/1974,8525,,,,,,,
5/10/1974,8595,,,,,,,
5/11/1974,7710,,,,,,,
5/12/1974,7086,,,,,,,
5/13/1974,8639,,,,,,,
5/14/1974,8886,,,,,,,
5/15/1974,9020,,,,,,,
5/16/1974,8630,,,,,,,
5/17/1974,8873,,,,,,,
5/18/1974,7667,,,,,,,
5/19/1974,6896,,,,,,,
5/20/1974,8793,,,,,,,
5/21/1974,9061,,,,,,,
5/22/1974,8776,,,,,,,
5/23/1974,8577,,,,,,,
5/24/1974,8924,,,,,,,
5/25/1974,7593,,,,,,,
5/26/1974,6932,,,,,,,
5/27/1974,7460,,,,,,,
5/28/1974,8570,,,,,,,
5/29/1974,9063,,,,,,,
5/30/1974,8958,,,,,,,
5/31/1974,9050,,,,,,,
6/1/1974,7448,,,,,,,
6/2/1974,7046,,,,,,,
6/3/1974,8314,,,,,,,
6/4/1974,8910,,,,,,,
6/5/1974,8737,,,,,,,
6/6/1974,8599,,,,,,,
6/7/1974,9110,,,,,,,
6/8/1974,7471,,,,,,,
6/9/1974,7181,,,,,,,
6/10/1974,8939,,,,,,,
6/11/1974,8754,,,,,,,
6/12/1974,8603,,,,,,,
6/13/1974,8456,,,,,,,
6/14/1974,8898,,,,,,,
6/15/1974,7666,,,,,,,
6/16/1974,7211,,,,,,,
6/17/1974,8676,,,,,,,
6/18/1974,9016,,,,,,,
6/19/1974,8864,,,,,,,
6/20/1974,8833,,,,,,,
6/21/1974,9364,,,,,,,
6/22/1974,8003,,,,,,,
6/23/1974,7162,,,,,,,
6/24/1974,8503,,,,,,,
6/25/1974,9038,,,,,,,
6/26/1974,8999,,,,,,,
6/27/1974,8882,,,,,,,
6/28/1974,9089,,,,,,,
6/29/1974,8011,,,,,,,
6/30/1974,7531,,,,,,,
7/1/1974,9216,,,,,,,
7/2/1974,9923,,,,,,,
7/3/1974,9693,,,,,,,
7/4/1974,7924,,,,,,,
7/5/1974,9051,,,,,,,
7/6/1974,8285,,,,,,,
7/7/1974,7626,,,,,,,
7/8/1974,9472,,,,,,,
7/9/1974,9860,,,,,,,
7/10/1974,9423,,,,,,,
7/11/1974,9218,,,,,,,
7/12/1974,9283,,,,,,,
7/13/1974,8228,,,,,,,
7/14/1974,7605,,,,,,,
7/15/1974,9267,,,,,,,
7/16/1974,9697,,,,,,,
7/17/1974,9419,,,,,,,
7/18/1974,9122,,,,,,,
7/19/1974,9523,,,,,,,
7/20/1974,8471,,,,,,,
7/21/1974,7433,,,,,,,
7/22/1974,9314,,,,,,,
7/23/1974,10110,,,,,,,
7/24/1974,9327,,,,,,,
7/25/1974,9263,,,,,,,
7/26/1974,9574,,,,,,,
7/27/1974,8492,,,,,,,
7/28/1974,7872,,,,,,,
7/29/1974,9454,,,,,,,
7/30/1974,9821,,,,,,,
7/31/1974,9591,,,,,,,
8/1/1974,9707,,,,,,,
8/2/1974,9636,,,,,,,
8/3/1974,8470,,,,,,,
8/4/1974,7813,,,,,,,
8/5/1974,9124,,,,,,,
8/6/1974,9967,,,,,,,
8/7/1974,9616,,,,,,,
8/8/1974,9550,,,,,,,
8/9/1974,9696,,,,,,,
8/10/1974,8431,,,,,,,
8/11/1974,7724,,,,,,,
8/12/1974,9643,,,,,,,
8/13/1974,10213,,,,,,,
8/14/1974,9586,,,,,,,
8/15/1974,9825,,,,,,,
8/16/1974,9835,,,,,,,
8/17/1974,8556,,,,,,,
8/18/1974,8073,,,,,,,
8/19/1974,9582,,,,,,,
8/20/1974,10153,,,,,,,
8/21/1974,9711,,,,,,,
8/22/1974,9335,,,,,,,
8/23/1974,9795,,,,,,,
8/24/1974,8486,,,,,,,
8/25/1974,7854,,,,,,,
8/26/1974,9556,,,,,,,
8/27/1974,10075,,,,,,,
8/28/1974,9599,,,,,,,
8/29/1974,9544,,,,,,,
8/30/1974,9780,,,,,,,
8/31/1974,8537,,,,,,,
9/1/1974,7909,,,,,,,
9/2/1974,7969,,,,,,,
9/3/1974,9471,,,,,,,
9/4/1974,9980,,,,,,,
9/5/1974,9581,,,,,,,
9/6/1974,9727,,,,,,,
9/7/1974,8550,,,,,,,
9/8/1974,7889,,,,,,,
9/9/1974,9796,,,,,,,
9/10/1974,10074,,,,,,,
9/11/1974,9797,,,,,,,
9/12/1974,9832,,,,,,,
9/13/1974,9868,,,,,,,
9/14/1974,8869,,,,,,,
9/15/1974,8266,,,,,,,
9/16/1974,10050,,,,,,,
9/17/1974,10275,,,,,,,
9/18/1974,10033,,,,,,,
9/19/1974,9982,,,,,,,
9/20/1974,10324,,,,,,,
9/21/1974,9004,,,,,,,
9/22/1974,8622,,,,,,,
9/23/1974,10137,,,,,,,
9/24/1974,10375,,,,,,,
9/25/1974,10043,,,,,,,
9/26/1974,10129,,,,,,,
9/27/1974,10288,,,,,,,
9/28/1974,9243,,,,,,,
9/29/1974,8585,,,,,,,
9/30/1974,9975,,,,,,,
10/1/1974,10264,,,,,,,
10/2/1974,9895,,,,,,,
10/3/1974,9767,,,,,,,
10/4/1974,9842,,,,,,,
10/5/1974,8693,,,,,,,
10/6/1974,8092,,,,,,,
10/7/1974,9756,,,,,,,
10/8/1974,9808,,,,,,,
10/9/1974,9505,,,,,,,
10/10/1974,9695,,,,,,,
10/11/1974,9717,,,,,,,
10/12/1974,8335,,,,,,,
10/13/1974,7767,,,,,,,
10/14/1974,9205,,,,,,,
10/15/1974,9572,,,,,,,
10/16/1974,9211,,,,,,,
10/17/1974,9311,,,,,,,
10/18/1974,9453,,,,,,,
10/19/1974,8186,,,,,,,
10/20/1974,7472,,,,,,,
10/21/1974,9013,,,,,,,
10/22/1974,9327,,,,,,,
10/23/1974,8965,,,,,,,
10/24/1974,8792,,,,,,,
10/25/1974,9199,,,,,,,
10/26/1974,8274,,,,,,,
10/27/1974,7880,,,,,,,
10/28/1974,8874,,,,,,,
10/29/1974,9355,,,,,,,
10/30/1974,9127,,,,,,,
10/31/1974,8913,,,,,,,
11/1/1974,9198,,,,,,,
11/2/1974,8055,,,,,,,
11/3/1974,7567,,,,,,,
11/4/1974,8974,,,,,,,
11/5/1974,9500,,,,,,,
11/6/1974,9051,,,,,,,
11/7/1974,8819,,,,,,,
11/8/1974,8975,,,,,,,
11/9/1974,7806,,,,,,,
11/10/1974,7519,,,,,,,
11/11/1974,9223,,,,,,,
11/12/1974,9274,,,,,,,
11/13/1974,8913,,,,,,,
11/14/1974,9061,,,,,,,
11/15/1974,9241,,,,,,,
11/16/1974,7804,,,,,,,
11/17/1974,7471,,,,,,,
11/18/1974,9217,,,,,,,
11/19/1974,9427,,,,,,,
11/20/1974,9234,,,,,,,
11/21/1974,9035,,,,,,,
11/22/1974,9076,,,,,,,
11/23/1974,8103,,,,,,,
11/24/1974,7545,,,,,,,
11/25/1974,8838,,,,,,,
11/26/1974,9488,,,,,,,
11/27/1974,9047,,,,,,,
11/28/1974,7294,,,,,,,
11/29/1974,8424,,,,,,,
11/30/1974,7727,,,,,,,
12/1/1974,7569,,,,,,,
12/2/1974,9259,,,,,,,
12/3/1974,9539,,,,,,,
12/4/1974,9072,,,,,,,
12/5/1974,8935,,,,,,,
12/6/1974,9043,,,,,,,
12/7/1974,7969,,,,,,,
12/8/1974,7668,,,,,,,
12/9/1974,8970,,,,,,,
12/10/1974,9212,,,,,,,
12/11/1974,9043,,,,,,,
12/12/1974,9045,,,,,,,
12/13/1974,8751,,,,,,,
12/14/1974,7845,,,,,,,
12/15/1974,7505,,,,,,,
12/16/1974,9188,,,,,,,
12/17/1974,9640,,,,,,,
12/18/1974,9403,,,,,,,
12/19/1974,9344,,,,,,,
12/20/1974,9453,,,,,,,
12/21/1974,7840,,,,,,,
12/22/1974,7077,,,,,,,
12/23/1974,8086,,,,,,,
12/24/1974,7538,,,,,,,
12/25/1974,6820,,,,,,,
12/26/1974,8463,,,,,,,
12/27/1974,9603,,,,,,,
12/28/1974,8224,,,,,,,
12/29/1974,7383,,,,,,,
12/30/1974,9641,,,,,,,
12/31/1974,9637,,,,,,,
1/1/1975,7028,,,,,,,
1/2/1975,7873,,,,,,,
1/3/1975,8425,,,,,,,
1/4/1975,7670,,,,,,,
1/5/1975,7250,,,,,,,
1/6/1975,8426,,,,,,,
1/7/1975,8792,,,,,,,
1/8/1975,8416,,,,,,,
1/9/1975,8461,,,,,,,
1/10/1975,8852,,,,,,,
1/11/1975,7928,,,,,,,
1/12/1975,7240,,,,,,,
1/13/1975,8619,,,,,,,
1/14/1975,9188,,,,,,,
1/15/1975,8893,,,,,,,
1/16/1975,8636,,,,,,,
1/17/1975,9012,,,,,,,
1/18/1975,7876,,,,,,,
1/19/1975,7448,,,,,,,
1/20/1975,8902,,,,,,,
1/21/1975,9102,,,,,,,
1/22/1975,8558,,,,,,,
1/23/1975,8747,,,,,,,
1/24/1975,8771,,,,,,,
1/25/1975,8077,,,,,,,
1/26/1975,7708,,,,,,,
1/27/1975,8783,,,,,,,
1/28/1975,9149,,,,,,,
1/29/1975,8900,,,,,,,
1/30/1975,8617,,,,,,,
1/31/1975,8677,,,,,,,
2/1/1975,7699,,,,,,,
2/2/1975,7316,,,,,,,
2/3/1975,8881,,,,,,,
2/4/1975,9093,,,,,,,
2/5/1975,8829,,,,,,,
2/6/1975,8425,,,,,,,
2/7/1975,8969,,,,,,,
2/8/1975,7852,,,,,,,
2/9/1975,7564,,,,,,,
2/10/1975,8733,,,,,,,
2/11/1975,9126,,,,,,,
2/12/1975,8948,,,,,,,
2/13/1975,8762,,,,,,,
2/14/1975,9219,,,,,,,
2/15/1975,7997,,,,,,,
2/16/1975,7545,,,,,,,
2/17/1975,8373,,,,,,,
2/18/1975,9232,,,,,,,
2/19/1975,8796,,,,,,,
2/20/1975,8984,,,,,,,
2/21/1975,8919,,,,,,,
2/22/1975,7917,,,,,,,
2/23/1975,7277,,,,,,,
2/24/1975,8854,,,,,,,
2/25/1975,9150,,,,,,,
2/26/1975,8820,,,,,,,
2/27/1975,8541,,,,,,,
2/28/1975,8974,,,,,,,
3/1/1975,7921,,,,,,,
3/2/1975,7387,,,,,,,
3/3/1975,8963,,,,,,,
3/4/1975,9037,,,,,,,
3/5/1975,8854,,,,,,,
3/6/1975,8840,,,,,,,
3/7/1975,9055,,,,,,,
3/8/1975,7804,,,,,,,
3/9/1975,7146,,,,,,,
3/10/1975,8568,,,,,,,
3/11/1975,9239,,,,,,,
3/12/1975,8933,,,,,,,
3/13/1975,8610,,,,,,,
3/14/1975,9098,,,,,,,
3/15/1975,7591,,,,,,,
3/16/1975,7235,,,,,,,
3/17/1975,9000,,,,,,,
3/18/1975,9090,,,,,,,
3/19/1975,8867,,,,,,,
3/20/1975,8926,,,,,,,
3/21/1975,9072,,,,,,,
3/22/1975,8038,,,,,,,
3/23/1975,7522,,,,,,,
3/24/1975,8784,,,,,,,
3/25/1975,9206,,,,,,,
3/26/1975,8912,,,,,,,
3/27/1975,8553,,,,,,,
3/28/1975,8799,,,,,,,
3/29/1975,7630,,,,,,,
3/30/1975,7171,,,,,,,
3/31/1975,8522,,,,,,,
4/1/1975,8871,,,,,,,
4/2/1975,8770,,,,,,,
4/3/1975,8901,,,,,,,
4/4/1975,8616,,,,,,,
4/5/1975,7581,,,,,,,
4/6/1975,7162,,,,,,,
4/7/1975,8501,,,,,,,
4/8/1975,9120,,,,,,,
4/9/1975,8823,,,,,,,
4/10/1975,8577,,,,,,,
4/11/1975,8931,,,,,,,
4/12/1975,7550,,,,,,,
4/13/1975,7002,,,,,,,
4/14/1975,8450,,,,,,,
4/15/1975,9114,,,,,,,
4/16/1975,8676,,,,,,,
4/17/1975,8536,,,,,,,
4/18/1975,9131,,,,,,,
4/19/1975,7614,,,,,,,
4/20/1975,7029,,,,,,,
4/21/1975,8448,,,,,,,
4/22/1975,8944,,,,,,,
4/23/1975,8511,,,,,,,
4/24/1975,8526,,,,,,,
4/25/1975,8855,,,,,,,
4/26/1975,7637,,,,,,,
4/27/1975,7162,,,,,,,
4/28/1975,8749,,,,,,,
4/29/1975,9251,,,,,,,
4/30/1975,8661,,,,,,,
5/1/1975,8654,,,,,,,
5/2/1975,8671,,,,,,,
5/3/1975,7579,,,,,,,
5/4/1975,7196,,,,,,,
5/5/1975,8517,,,,,,,
5/6/1975,8961,,,,,,,
5/7/1975,8467,,,,,,,
5/8/1975,8551,,,,,,,
5/9/1975,8861,,,,,,,
5/10/1975,7468,,,,,,,
5/11/1975,7228,,,,,,,
5/12/1975,9038,,,,,,,
5/13/1975,9247,,,,,,,
5/14/1975,8905,,,,,,,
5/15/1975,8834,,,,,,,
5/16/1975,8918,,,,,,,
5/17/1975,8009,,,,,,,
5/18/1975,7269,,,,,,,
5/19/1975,8828,,,,,,,
5/20/1975,9554,,,,,,,
5/21/1975,9043,,,,,,,
5/22/1975,9120,,,,,,,
5/23/1975,9133,,,,,,,
5/24/1975,7806,,,,,,,
5/25/1975,7512,,,,,,,
5/26/1975,7532,,,,,,,
5/27/1975,8792,,,,,,,
5/28/1975,8912,,,,,,,
5/29/1975,8982,,,,,,,
5/30/1975,9000,,,,,,,
5/31/1975,7619,,,,,,,
6/1/1975,7244,,,,,,,
6/2/1975,8555,,,,,,,
6/3/1975,8996,,,,,,,
6/4/1975,8742,,,,,,,
6/5/1975,8783,,,,,,,
6/6/1975,9112,,,,,,,
6/7/1975,7642,,,,,,,
6/8/1975,7149,,,,,,,
6/9/1975,8623,,,,,,,
6/10/1975,8997,,,,,,,
6/11/1975,8844,,,,,,,
6/12/1975,8954,,,,,,,
6/13/1975,8763,,,,,,,
6/14/1975,7991,,,,,,,
6/15/1975,7271,,,,,,,
6/16/1975,8681,,,,,,,
6/17/1975,9212,,,,,,,
6/18/1975,9050,,,,,,,
6/19/1975,9115,,,,,,,
6/20/1975,9039,,,,,,,
6/21/1975,7959,,,,,,,
6/22/1975,7413,,,,,,,
6/23/1975,9159,,,,,,,
6/24/1975,9400,,,,,,,
6/25/1975,9114,,,,,,,
6/26/1975,9024,,,,,,,
6/27/1975,8955,,,,,,,
6/28/1975,8129,,,,,,,
6/29/1975,7413,,,,,,,
6/30/1975,9051,,,,,,,
7/1/1975,9512,,,,,,,
7/2/1975,9340,,,,,,,
7/3/1975,9393,,,,,,,
7/4/1975,7917,,,,,,,
7/5/1975,7988,,,,,,,
7/6/1975,7714,,,,,,,
7/7/1975,9474,,,,,,,
7/8/1975,10078,,,,,,,
7/9/1975,9417,,,,,,,
7/10/1975,9224,,,,,,,
7/11/1975,9451,,,,,,,
7/12/1975,7853,,,,,,,
7/13/1975,7399,,,,,,,
7/14/1975,9295,,,,,,,
7/15/1975,9624,,,,,,,
7/16/1975,9370,,,,,,,
7/17/1975,9486,,,,,,,
7/18/1975,9468,,,,,,,
7/19/1975,8370,,,,,,,
7/20/1975,7815,,,,,,,
7/21/1975,9519,,,,,,,
7/22/1975,9965,,,,,,,
7/23/1975,9751,,,,,,,
7/24/1975,9498,,,,,,,
7/25/1975,9495,,,,,,,
7/26/1975,8132,,,,,,,
7/27/1975,7952,,,,,,,
7/28/1975,9373,,,,,,,
7/29/1975,9872,,,,,,,
7/30/1975,9389,,,,,,,
7/31/1975,9460,,,,,,,
8/1/1975,9708,,,,,,,
8/2/1975,8578,,,,,,,
8/3/1975,8075,,,,,,,
8/4/1975,9590,,,,,,,
8/5/1975,9617,,,,,,,
8/6/1975,9653,,,,,,,
8/7/1975,9266,,,,,,,
8/8/1975,9253,,,,,,,
8/9/1975,8016,,,,,,,
8/10/1975,7686,,,,,,,
8/11/1975,9395,,,,,,,
8/12/1975,9824,,,,,,,
8/13/1975,9493,,,,,,,
8/14/1975,9568,,,,,,,
8/15/1975,9643,,,,,,,
8/16/1975,8505,,,,,,,
8/17/1975,8045,,,,,,,
8/18/1975,9115,,,,,,,
8/19/1975,9524,,,,,,,
8/20/1975,9480,,,,,,,
8/21/1975,9278,,,,,,,
8/22/1975,9443,,,,,,,
8/23/1975,8365,,,,,,,
8/24/1975,7982,,,,,,,
8/25/1975,9414,,,,,,,
8/26/1975,9907,,,,,,,
8/27/1975,9457,,,,,,,
8/28/1975,9371,,,,,,,
8/29/1975,9587,,,,,,,
8/30/1975,8281,,,,,,,
8/31/1975,7660,,,,,,,
9/1/1975,7804,,,,,,,
9/2/1975,9425,,,,,,,
9/3/1975,9529,,,,,,,
9/4/1975,9313,,,,,,,
9/5/1975,9525,,,,,,,
9/6/1975,8466,,,,,,,
9/7/1975,7982,,,,,,,
9/8/1975,9253,,,,,,,
9/9/1975,9662,,,,,,,
9/10/1975,9265,,,,,,,
9/11/1975,9342,,,,,,,
9/12/1975,10013,,,,,,,
9/13/1975,8310,,,,,,,
9/14/1975,7745,,,,,,,
9/15/1975,9382,,,,,,,
9/16/1975,9813,,,,,,,
9/17/1975,9591,,,,,,,
9/18/1975,9743,,,,,,,
9/19/1975,9910,,,,,,,
9/20/1975,8541,,,,,,,
9/21/1975,8217,,,,,,,
9/22/1975,9570,,,,,,,
9/23/1975,9933,,,,,,,
9/24/1975,9579,,,,,,,
9/25/1975,9430,,,,,,,
9/26/1975,9579,,,,,,,
9/27/1975,8632,,,,,,,
9/28/1975,7971,,,,,,,
9/29/1975,9396,,,,,,,
9/30/1975,9665,,,,,,,
10/1/1975,9732,,,,,,,
10/2/1975,9435,,,,,,,
